time, clk_1M024, rst_n_1M024, clk_16M384, rst_16M384, DAC_I, DAC_Q, DAC_bits, DAC_vld, pn_5, pn_4
               16391, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               16392, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               16393, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               16394, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               16395, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               16396, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               16397, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               16398, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               16399, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               16400, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               16401, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               16402, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               16403, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               16404, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               16405, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               16406, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               16407, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               16408, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               16409, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
               16410, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
               16411, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               16412, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               16413, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               16414, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               16415, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               16416, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               16417, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16418, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16419, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               16420, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               16421, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               16422, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               16423, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               16424, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               16425, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16426, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16427, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               16428, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               16429, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               16430, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               16431, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               16432, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               16433, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16434, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16435, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16436, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16437, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16438, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16439, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16440, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16441, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               16442, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               16443, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16444, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16445, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16446, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16447, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16448, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16449, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               16450, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               16451, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               16452, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               16453, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               16454, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               16455, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               16456, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               16457, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               16458, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               16459, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               16460, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               16461, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               16462, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               16463, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               16464, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               16465, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               16466, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               16467, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               16468, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               16469, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               16470, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               16471, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               16472, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               16473, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               16474, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               16475, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               16476, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               16477, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               16478, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               16479, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               16480, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               16481, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               16482, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               16483, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               16484, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               16485, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               16486, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               16487, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               16488, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               16489, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               16490, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               16491, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               16492, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               16493, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               16494, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               16495, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               16496, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               16497, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               16498, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               16499, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               16500, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               16501, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               16502, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               16503, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               16504, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               16505, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               16506, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               16507, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               16508, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               16509, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               16510, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               16511, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               16512, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               16513, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               16514, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               16515, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               16516, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               16517, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               16518, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               16519, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               16520, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               16521, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               16522, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               16523, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               16524, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               16525, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               16526, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               16527, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               16528, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               16529, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               16530, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               16531, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               16532, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               16533, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               16534, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               16535, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               16536, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               16537, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               16538, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               16539, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               16540, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               16541, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               16542, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               16543, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               16544, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               16545, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16546, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16547, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               16548, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               16549, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               16550, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               16551, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               16552, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               16553, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16554, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16555, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               16556, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               16557, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               16558, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               16559, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               16560, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               16561, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16562, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16563, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16564, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16565, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16566, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16567, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16568, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16569, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               16570, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               16571, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16572, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16573, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16574, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16575, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16576, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16577, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               16578, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               16579, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               16580, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               16581, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               16582, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               16583, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               16584, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               16585, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               16586, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               16587, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               16588, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               16589, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               16590, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               16591, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               16592, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               16593, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               16594, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               16595, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               16596, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               16597, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               16598, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               16599, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               16600, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               16601, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
               16602, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
               16603, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               16604, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               16605, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               16606, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               16607, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               16608, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               16609, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               16610, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               16611, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               16612, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               16613, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               16614, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               16615, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               16616, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               16617, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               16618, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               16619, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               16620, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               16621, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               16622, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               16623, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               16624, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               16625, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               16626, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               16627, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               16628, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               16629, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               16630, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               16631, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               16632, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               16633, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               16634, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               16635, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               16636, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               16637, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               16638, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               16639, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               16640, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               16641, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               16642, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               16643, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               16644, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               16645, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               16646, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               16647, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               16648, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               16649, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               16650, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               16651, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               16652, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               16653, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               16654, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               16655, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               16656, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               16657, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               16658, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               16659, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               16660, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               16661, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               16662, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               16663, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               16664, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               16665, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
               16666, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
               16667, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               16668, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               16669, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               16670, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               16671, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               16672, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               16673, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16674, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16675, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               16676, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               16677, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               16678, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               16679, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               16680, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               16681, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16682, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16683, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               16684, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               16685, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               16686, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               16687, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               16688, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               16689, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16690, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16691, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16692, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16693, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16694, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16695, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16696, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16697, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               16698, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               16699, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16700, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16701, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16702, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16703, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16704, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16705, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               16706, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               16707, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16708, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16709, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16710, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16711, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16712, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16713, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               16714, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               16715, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16716, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16717, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16718, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16719, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16720, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16721, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               16722, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               16723, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               16724, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               16725, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               16726, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               16727, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               16728, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               16729, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               16730, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               16731, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               16732, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               16733, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               16734, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               16735, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               16736, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               16737, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               16738, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               16739, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               16740, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               16741, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               16742, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               16743, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               16744, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               16745, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               16746, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               16747, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               16748, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               16749, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               16750, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               16751, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               16752, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               16753, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               16754, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               16755, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               16756, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               16757, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               16758, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               16759, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               16760, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               16761, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               16762, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               16763, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               16764, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               16765, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               16766, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               16767, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               16768, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               16769, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               16770, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               16771, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16772, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16773, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16774, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               16775, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               16776, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               16777, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               16778, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               16779, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               16780, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               16781, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               16782, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
